"Category","testPuzzleTitle","testcaseID","testDescription","Test Status","Version and Date of Release to Servers","Version and Date of Release to Servers"
"","Puzzle Picker","LoadPuzzleByDateTest","Test that opening puzzle by date loads the correct puzzle","PASSED","",""
"","Puzzle Picker","LoadPuzzleByIndexTest","Test that opening puzzle by index loads the correct puzzle","FAILED","",""
"","Puzzle Picker","DarkModePickerTest","Check when picker is loaded with darkMode parameter set as true, puzzles are also are in dark mode.","FAILED","",""
"jigsaw","Jigsaw Reference Puzzle","PiecePositionTest","Testing the position of the pieces for different settings","PASSED","",""
"","Jigsaw Reference Puzzle","JigsawPlayerLoadTest","Testing the initial state of the jigsaw puzzle on load.","PASSED","",""
"","Jigsaw Reference Puzzle","JigsawPlayerTest","Test the working of Jigsaw Player.","PASSED","",""
"","Jigsaw Reference Puzzle","JigsawPickerTest","Test that checks & verifies the Jigsaw progress is displayed as expected in the picker","PASSED","",""
"quiz","b4e7f4b6","QuizRestoration","Test that quiz restoration works","PASSED","",""
"","b4e7f4b6","FreeFormTest","Test for inputting text in Free-Form Quiz","FAILED","",""
"","b4e7f4b6","QuizHintTest","Check Hint works as expected.","PASSED","",""
"","b4e7f4b6","QuizExplanationTest","Test for explanations in quiz","PASSED","",""
"","b4e7f4b6","QuizScoreTest","Complete quiz with 1 incorrect and check score","PASSED","",""
"","b4e7f4b6","QuizMultiMediaClueTest","Test presence of multimedia clues in quiz.","PASSED","",""
"","b4e7f4b6","QuizNavigationTest","Test for quiz navigation options and indicators","PASSED","",""
"","b4e7f4b6","QuizMobileTest","Test for quiz mobile","FAILED","",""
"","All-Encompassing-quiz","QuizLayoutTest(false)","Quiz Layout Test","FAILED","",""
"","All-Encompassing-quiz","QuizLayoutTest(true)","Quiz Layout Test","FAILED","",""
"screenshot","NYT Mini with Rebus 2 5x5","CaptureScreenshotsTest","Check that xword player/print/preview load correctly esp. media icons in the grid and video in start modal. ","PASSED","",""
"","TOI Mini3 5x5 images media","CaptureScreenshotsTest","5x5 xword with image clues","PASSED","",""
"","mini xword 7x7","CaptureScreenshotsTest","7x7 xword with text clues","PASSED","",""
"","Global Mini 7x7","CaptureScreenshotsTest","7x7 xword with image clues","PASSED","",""
"","Mystery 53 social sharing on 9x9","CaptureScreenshotsTest","9x9 crossword text clue","PASSED","",""
"","13x13 British style","CaptureScreenshotsTest","13x13 British grid","PASSED","",""
"","A Badass Ending 15x15","CaptureScreenshotsTest","15x15 crossword with text clues","PASSED","",""
"","LA Times 16x15","CaptureScreenshotsTest","16x15 crossword with text clues","PASSED","",""
"","Text Message","CaptureScreenshotsTest","WaPo EB oddly sized grid 32x20 with circles (Text Message)","FAILED","",""
"","Gift Boxes","CaptureScreenshotsTest","21x21 crossword with text clues","FAILED","",""
"","Mini Madness","CaptureScreenshotsTest","WaPo EB oddly sized grid 16x25 -- mini crosswords in 1 big puzzle having barred/circled cells and 2 letter rebus (Mini Madness)","FAILED","",""
"","India puzzle","CaptureScreenshotsTest","India shaped grid with barred and shaded cells","PASSED","",""
"","One word horizontal","CaptureScreenshotsTest","One word horizontal crossword layout","PASSED","",""
"","One word vertical","CaptureScreenshotsTest","One word vertical crossword layout","PASSED","",""
"","Weekly Meta","CaptureScreenshotsTest","Mini Meta layout check","PASSED","",""
"","Turning right","CaptureScreenshotsTest","Oddly sized grid 31x9","PASSED","",""
"","Marching Bands","CaptureScreenshotsTest","Marching bands variety puzzle","PASSED","",""
"","Spiral","CaptureScreenshotsTest","Spiral variety puzzle layout","FAILED","",""
"","Rows Garden","CaptureScreenshotsTest","Rows Garden variety puzzle layout","FAILED","",""
"","Split decisions","CaptureScreenshotsTest","Split decisions variety puzzle layout","PASSED","",""
"","Demo Sudoku(Hard)","CaptureScreenshotsTest","Sudoku layout test ","PASSED","",""
"","Demo Killer Sudoku(Easy)","CaptureScreenshotsTest","Killer Sudoku layout test ","PASSED","",""
"","Arabic Sudoku","CaptureScreenshotsTest","RTL Sudoku layout test","PASSED","",""
"","Indic Sudoku","CaptureScreenshotsTest","Indic Sudoku layout test","PASSED","",""
"themer","Creator","ThemeInitTest","Color picker test inside Themer","PASSED","",""
"","Creator","UnsupportedThemerFunctionalityTest","Themer Test for all puzzle series","PASSED","",""
"","Creator","CrosswordThemerFunctionalityTest","Themer Test for CROSSWORD puzzle series","FAILED","",""
"","Creator","WordSearchThemerFunctionalityTest","Themer Test for WORDSEARCH puzzle series","PASSED","",""
"","Creator","QuizThemerFunctionalityTest","Themer Test for QUIZ puzzle series","PASSED","",""
"","Creator","SudokuThemerFunctionalityTest","Themer Test for SUDOKU puzzle series","PASSED","",""
"","Creator","WordFThemerFunctionalityTest","Themer Test for WORDFLOWER puzzle series","PASSED","",""
"","Creator","WordrowThemerFunctionalityTest","Themer Test for WORDROW puzzle series","PASSED","",""
"","Creator","JigsawThemerFunctionalityTest","Themer Test for JIGSAW puzzle series","PASSED","",""
"seriessettings","Creator","CrosswordWordLengthsTest","Testing to make sure word lengths are visible and correct on crossword if the setting is turned on","PASSED","",""
"","Creator","TwitterHandleTest","Testing to make sure Twitter handle settings is working","PASSED","",""
"","TOI Mini3 5x5 images media","ShowFinalScoreAndTimerTest","Test to ensure final score is not shown when setting showFinalScore is set to false","PASSED","",""
"","TOI Mini3 5x5 images media","ErrorCheckMode","Test for error check mode after full grid setting","PASSED","",""
"","TOI Mini3 5x5 images media","PrintEnabled","Test to check toggling printEnabled setting behaves as expected","PASSED","",""
"","Creator","ShowAuthorAndTitle","Test to check toggling showAuthorByLiner and showTitle setting behaves as expected","PASSED","",""
"","Creator","AllPuzzlesTest","Check to ensure all puzzles is not present in case of non-picker load","PASSED","",""
"","Creator","CustomEndMessageTest","Test the custom end messages according to the scores.","PASSED","",""
"","Creator","TimerCountdownTest","Test the timer is shown in countdown when the setting is turned on.","PASSED","",""
"","Creator","TimerStartTest","Test the timer behavior based on different settings.","PASSED","",""
"kenken","Kenken layout","KenkenInitTest","Test for clue nums and grid layout","PASSED","",""
"","Kenken contest","KenkenContestModeTest","Test for contest mode in Kenken","PASSED","",""
" wordrow","Wordrow player","WordrowOSKPlayerTest","Test to check the working of Wordrow using OSK.","PASSED","",""
"","Wordrow player","WordrowPlayerTest","Test to check the working of Wordrow using keyboard.","PASSED","",""
"","Wordrow player","WordrowFeatureTest","Test to check the features of wordrow.","PASSED","",""
"","Wordrow player","WordrowPlayerDarkModeTest","Test to check wordrow player in dark mode.","PASSED","",""
"","Wordrow player","WordrowPickerProgressTest","Test to check the picker progress for wordrow.","FAILED","",""
"","Wordrow player 2 words no dictionary","WordrowPlayer2WordsNoDictionary","Test to check the working of wordrow with two words","PASSED","",""
"","Wordrow player 2 words no dictionary","WordrowPickerProgress2WordsNoDictionary","Test to check the picker progress for wordrow with two words.","PASSED","",""
"","Wordrow player in Spanish","WordrowPlayerSpanish","Test to check the working of Wordrow in Spanish.","PASSED","",""
"AdUnits","Can you solve this puzzle?","CrosswordLandscapeAdTest","Crossword ad unit test for for 970x250px","FAILED","",""
"","Can you solve this puzzle?","CrosswordSmallAdTest","Crossword ad unit test for for 300x250px","FAILED","",""
"","Play this game to hear a message from Sandra Oh!","WordsearchAdUnitTest(""970"", ""250"")","Wordsearch ad unit test for for 970x250px","FAILED","",""
"","Play this game to hear a message from Sandra Oh!","WordsearchAdUnitTest(""300"", ""600"")","Wordsearch ad unit test for for 300x600px","FAILED","",""
"","Guess the hidden 5 letter word","WordrowAdUnitTest(""970"",""250"")","Wordrow ad unit test for for 970x250px","FAILED","",""
"","Guess the hidden 5 letter word","WordrowAdUnitTest(""300"",""600"")","Wordrow ad unit test for for 300x600px","FAILED","",""
"","Hilton Garden Inn Quiz","QuizAdUnitTest(""970"",""250"")","Quiz ad unit test for for 970x250px","FAILED","",""
"","Hilton Garden Inn Quiz","QuizAdUnitTest(""300"",""600"")","Quiz ad unit test for for 300x600px","FAILED","",""
"","Hilton Garden Inn Quiz","QuizAdUnitTest(""300"",""250"")","Quiz ad unit test for for 300x250px","FAILED","",""
"","Hilton Garden Inn Quiz","QuizAdUnitTest(""728"",""90"")","Quiz ad unit test for for 728x90px","FAILED","",""
"","Hilton Garden Inn Quiz","QuizAdUnitTest(""768"",""450"")","Quiz ad unit test for for 768x450px","FAILED","",""
"","Hilton Garden Inn Quiz","QuizAdUnitTest(""320"",""450"")","Quiz ad unit test for for 320x450px","FAILED","",""
"","Hilton Garden Inn Quiz","QuizAdUnitTest(""1024"",""450"")","Quiz ad unit test for for 1024x450px","FAILED","",""
